USER_ID,USER_NAME,ROLE,PROJECT_ID,PROJECT_NAME,ALLOCATION_START,ALLOCATION_END,ACTIVITY,MON_HRS,TUE_HRS,WED_HRS,THUR_HRS,FRI_HRS,SAT_HRS,Q1,Q2,Q3,Q4,Q5,USER_COMMENTS
91,Guenna Harrad,architect,5410.0,Alphazap,2024-07-25,2027-05-13,Analyzing data,4.0,11.0,9.0,7.0,12.0,7.0,3.0,2.0,1.0,5.0,4.0,cursus id turpis integer aliquet massa id
91,Guenna Harrad,architect,4960.0,Cardify,2023-09-26,2027-12-24,Performing code reviews,11.0,7.0,10.0,6.0,7.0,12.0,3.0,2.0,1.0,5.0,4.0,cursus id turpis integer aliquet massa id
91,Guenna Harrad,architect,2730.0,Rank,2023-06-17,2027-04-25,Performing code reviews,11.0,7.0,10.0,6.0,7.0,12.0,3.0,2.0,1.0,5.0,4.0,cursus id turpis integer aliquet massa id
91,Guenna Harrad,architect,4250.0,Bitchip,2023-12-12,2027-07-07,Performing code reviews,11.0,7.0,10.0,6.0,7.0,12.0,3.0,2.0,1.0,5.0,4.0,cursus id turpis integer aliquet massa id
91,Guenna Harrad,architect,5410.0,Alphazap,2024-07-25,2027-05-13,Performing code reviews,11.0,7.0,10.0,6.0,7.0,12.0,3.0,2.0,1.0,5.0,4.0,cursus id turpis integer aliquet massa id
91,Guenna Harrad,architect,4960.0,Cardify,2023-09-26,2027-12-24,Implementing a cybersecurity solution,9.0,9.0,12.0,8.0,10.0,3.0,2.0,1.0,1.0,4.0,5.0,
91,Guenna Harrad,architect,2730.0,Rank,2023-06-17,2027-04-25,Implementing a cybersecurity solution,9.0,9.0,12.0,8.0,10.0,3.0,2.0,1.0,1.0,4.0,5.0,
91,Guenna Harrad,architect,4250.0,Bitchip,2023-12-12,2027-07-07,Implementing a cybersecurity solution,9.0,9.0,12.0,8.0,10.0,3.0,2.0,1.0,1.0,4.0,5.0,
91,Guenna Harrad,architect,5410.0,Alphazap,2024-07-25,2027-05-13,Implementing a cybersecurity solution,9.0,9.0,12.0,8.0,10.0,3.0,2.0,1.0,1.0,4.0,5.0,
91,Guenna Harrad,architect,4960.0,Cardify,2023-09-26,2027-12-24,Setting up a project management tool,6.0,11.0,4.0,6.0,8.0,12.0,2.0,1.0,1.0,4.0,5.0,
91,Guenna Harrad,architect,2730.0,Rank,2023-06-17,2027-04-25,Setting up a project management tool,6.0,11.0,4.0,6.0,8.0,12.0,2.0,1.0,1.0,4.0,5.0,
91,Guenna Harrad,architect,4250.0,Bitchip,2023-12-12,2027-07-07,Setting up a project management tool,6.0,11.0,4.0,6.0,8.0,12.0,2.0,1.0,1.0,4.0,5.0,
91,Guenna Harrad,architect,5410.0,Alphazap,2024-07-25,2027-05-13,Setting up a project management tool,6.0,11.0,4.0,6.0,8.0,12.0,2.0,1.0,1.0,4.0,5.0,
91,Guenna Harrad,architect,4960.0,Cardify,2023-09-26,2027-12-24,Analyzing data,4.0,11.0,9.0,7.0,12.0,7.0,2.0,1.0,1.0,4.0,5.0,
91,Guenna Harrad,architect,2730.0,Rank,2023-06-17,2027-04-25,Analyzing data,4.0,11.0,9.0,7.0,12.0,7.0,2.0,1.0,1.0,4.0,5.0,
91,Guenna Harrad,architect,4250.0,Bitchip,2023-12-12,2027-07-07,Analyzing data,4.0,11.0,9.0,7.0,12.0,7.0,2.0,1.0,1.0,4.0,5.0,
91,Guenna Harrad,architect,5410.0,Alphazap,2024-07-25,2027-05-13,Analyzing data,4.0,11.0,9.0,7.0,12.0,7.0,2.0,1.0,1.0,4.0,5.0,
91,Guenna Harrad,architect,4960.0,Cardify,2023-09-26,2027-12-24,Performing code reviews,11.0,7.0,10.0,6.0,7.0,12.0,2.0,1.0,1.0,4.0,5.0,
91,Guenna Harrad,architect,2730.0,Rank,2023-06-17,2027-04-25,Performing code reviews,11.0,7.0,10.0,6.0,7.0,12.0,2.0,1.0,1.0,4.0,5.0,
91,Guenna Harrad,architect,4250.0,Bitchip,2023-12-12,2027-07-07,Performing code reviews,11.0,7.0,10.0,6.0,7.0,12.0,2.0,1.0,1.0,4.0,5.0,
91,Guenna Harrad,architect,5410.0,Alphazap,2024-07-25,2027-05-13,Performing code reviews,11.0,7.0,10.0,6.0,7.0,12.0,2.0,1.0,1.0,4.0,5.0,
91,Guenna Harrad,architect,4960.0,Cardify,2023-09-26,2027-12-24,Implementing a cybersecurity solution,9.0,9.0,12.0,8.0,10.0,3.0,5.0,1.0,4.0,3.0,4.0,sociis natoque penatibus et magnis
91,Guenna Harrad,architect,2730.0,Rank,2023-06-17,2027-04-25,Implementing a cybersecurity solution,9.0,9.0,12.0,8.0,10.0,3.0,5.0,1.0,4.0,3.0,4.0,sociis natoque penatibus et magnis
91,Guenna Harrad,architect,4250.0,Bitchip,2023-12-12,2027-07-07,Implementing a cybersecurity solution,9.0,9.0,12.0,8.0,10.0,3.0,5.0,1.0,4.0,3.0,4.0,sociis natoque penatibus et magnis
91,Guenna Harrad,architect,5410.0,Alphazap,2024-07-25,2027-05-13,Implementing a cybersecurity solution,9.0,9.0,12.0,8.0,10.0,3.0,5.0,1.0,4.0,3.0,4.0,sociis natoque penatibus et magnis
91,Guenna Harrad,architect,4960.0,Cardify,2023-09-26,2027-12-24,Setting up a project management tool,6.0,11.0,4.0,6.0,8.0,12.0,5.0,1.0,4.0,3.0,4.0,sociis natoque penatibus et magnis
91,Guenna Harrad,architect,2730.0,Rank,2023-06-17,2027-04-25,Setting up a project management tool,6.0,11.0,4.0,6.0,8.0,12.0,5.0,1.0,4.0,3.0,4.0,sociis natoque penatibus et magnis
91,Guenna Harrad,architect,4250.0,Bitchip,2023-12-12,2027-07-07,Setting up a project management tool,6.0,11.0,4.0,6.0,8.0,12.0,5.0,1.0,4.0,3.0,4.0,sociis natoque penatibus et magnis
91,Guenna Harrad,architect,5410.0,Alphazap,2024-07-25,2027-05-13,Setting up a project management tool,6.0,11.0,4.0,6.0,8.0,12.0,5.0,1.0,4.0,3.0,4.0,sociis natoque penatibus et magnis
91,Guenna Harrad,architect,4960.0,Cardify,2023-09-26,2027-12-24,Analyzing data,4.0,11.0,9.0,7.0,12.0,7.0,5.0,1.0,4.0,3.0,4.0,sociis natoque penatibus et magnis
91,Guenna Harrad,architect,2730.0,Rank,2023-06-17,2027-04-25,Analyzing data,4.0,11.0,9.0,7.0,12.0,7.0,5.0,1.0,4.0,3.0,4.0,sociis natoque penatibus et magnis
91,Guenna Harrad,architect,4250.0,Bitchip,2023-12-12,2027-07-07,Analyzing data,4.0,11.0,9.0,7.0,12.0,7.0,5.0,1.0,4.0,3.0,4.0,sociis natoque penatibus et magnis
91,Guenna Harrad,architect,5410.0,Alphazap,2024-07-25,2027-05-13,Analyzing data,4.0,11.0,9.0,7.0,12.0,7.0,5.0,1.0,4.0,3.0,4.0,sociis natoque penatibus et magnis
91,Guenna Harrad,architect,4960.0,Cardify,2023-09-26,2027-12-24,Performing code reviews,11.0,7.0,10.0,6.0,7.0,12.0,5.0,1.0,4.0,3.0,4.0,sociis natoque penatibus et magnis
91,Guenna Harrad,architect,2730.0,Rank,2023-06-17,2027-04-25,Performing code reviews,11.0,7.0,10.0,6.0,7.0,12.0,5.0,1.0,4.0,3.0,4.0,sociis natoque penatibus et magnis
91,Guenna Harrad,architect,4250.0,Bitchip,2023-12-12,2027-07-07,Performing code reviews,11.0,7.0,10.0,6.0,7.0,12.0,5.0,1.0,4.0,3.0,4.0,sociis natoque penatibus et magnis
91,Guenna Harrad,architect,5410.0,Alphazap,2024-07-25,2027-05-13,Performing code reviews,11.0,7.0,10.0,6.0,7.0,12.0,5.0,1.0,4.0,3.0,4.0,sociis natoque penatibus et magnis
91,Guenna Harrad,architect,4960.0,Cardify,2023-09-26,2027-12-24,Implementing a cybersecurity solution,9.0,9.0,12.0,8.0,10.0,3.0,2.0,4.0,2.0,4.0,2.0,ullamcorper augue a suscipit nulla elit ac
91,Guenna Harrad,architect,2730.0,Rank,2023-06-17,2027-04-25,Implementing a cybersecurity solution,9.0,9.0,12.0,8.0,10.0,3.0,2.0,4.0,2.0,4.0,2.0,ullamcorper augue a suscipit nulla elit ac
91,Guenna Harrad,architect,4250.0,Bitchip,2023-12-12,2027-07-07,Implementing a cybersecurity solution,9.0,9.0,12.0,8.0,10.0,3.0,2.0,4.0,2.0,4.0,2.0,ullamcorper augue a suscipit nulla elit ac
91,Guenna Harrad,architect,5410.0,Alphazap,2024-07-25,2027-05-13,Implementing a cybersecurity solution,9.0,9.0,12.0,8.0,10.0,3.0,2.0,4.0,2.0,4.0,2.0,ullamcorper augue a suscipit nulla elit ac
91,Guenna Harrad,architect,4960.0,Cardify,2023-09-26,2027-12-24,Setting up a project management tool,6.0,11.0,4.0,6.0,8.0,12.0,2.0,4.0,2.0,4.0,2.0,ullamcorper augue a suscipit nulla elit ac
91,Guenna Harrad,architect,2730.0,Rank,2023-06-17,2027-04-25,Setting up a project management tool,6.0,11.0,4.0,6.0,8.0,12.0,2.0,4.0,2.0,4.0,2.0,ullamcorper augue a suscipit nulla elit ac
91,Guenna Harrad,architect,4250.0,Bitchip,2023-12-12,2027-07-07,Setting up a project management tool,6.0,11.0,4.0,6.0,8.0,12.0,2.0,4.0,2.0,4.0,2.0,ullamcorper augue a suscipit nulla elit ac
91,Guenna Harrad,architect,5410.0,Alphazap,2024-07-25,2027-05-13,Setting up a project management tool,6.0,11.0,4.0,6.0,8.0,12.0,2.0,4.0,2.0,4.0,2.0,ullamcorper augue a suscipit nulla elit ac
91,Guenna Harrad,architect,4960.0,Cardify,2023-09-26,2027-12-24,Analyzing data,4.0,11.0,9.0,7.0,12.0,7.0,2.0,4.0,2.0,4.0,2.0,ullamcorper augue a suscipit nulla elit ac
91,Guenna Harrad,architect,2730.0,Rank,2023-06-17,2027-04-25,Analyzing data,4.0,11.0,9.0,7.0,12.0,7.0,2.0,4.0,2.0,4.0,2.0,ullamcorper augue a suscipit nulla elit ac
91,Guenna Harrad,architect,4250.0,Bitchip,2023-12-12,2027-07-07,Analyzing data,4.0,11.0,9.0,7.0,12.0,7.0,2.0,4.0,2.0,4.0,2.0,ullamcorper augue a suscipit nulla elit ac
91,Guenna Harrad,architect,5410.0,Alphazap,2024-07-25,2027-05-13,Analyzing data,4.0,11.0,9.0,7.0,12.0,7.0,2.0,4.0,2.0,4.0,2.0,ullamcorper augue a suscipit nulla elit ac
91,Guenna Harrad,architect,4960.0,Cardify,2023-09-26,2027-12-24,Performing code reviews,11.0,7.0,10.0,6.0,7.0,12.0,2.0,4.0,2.0,4.0,2.0,ullamcorper augue a suscipit nulla elit ac
91,Guenna Harrad,architect,2730.0,Rank,2023-06-17,2027-04-25,Performing code reviews,11.0,7.0,10.0,6.0,7.0,12.0,2.0,4.0,2.0,4.0,2.0,ullamcorper augue a suscipit nulla elit ac
91,Guenna Harrad,architect,4250.0,Bitchip,2023-12-12,2027-07-07,Performing code reviews,11.0,7.0,10.0,6.0,7.0,12.0,2.0,4.0,2.0,4.0,2.0,ullamcorper augue a suscipit nulla elit ac
91,Guenna Harrad,architect,5410.0,Alphazap,2024-07-25,2027-05-13,Performing code reviews,11.0,7.0,10.0,6.0,7.0,12.0,2.0,4.0,2.0,4.0,2.0,ullamcorper augue a suscipit nulla elit ac
92,Fredelia Garnall,architect,4370.0,Job,2026-03-24,2025-09-21,Implementing a cybersecurity solution,6.0,8.0,5.0,5.0,5.0,9.0,1.0,2.0,3.0,3.0,5.0,
93,Gordan Hostan,architect,,,,,,,,,,,,,,,,,
94,Stephenie Snodden,intern,5490.0,Lotlux,2025-06-09,2025-03-19,Configuring virtual machines,11.0,8.0,3.0,9.0,9.0,10.0,1.0,4.0,4.0,2.0,3.0,blandit ultrices enim lorem ipsum dolor
95,Robby De La Coste,intern,,,,,,,,,,,,,,,,,
96,Carolyn Stodart,intern,1720.0,Y-find,2025-03-11,2026-05-06,Designing a user interface,4.0,8.0,4.0,7.0,8.0,10.0,2.0,3.0,4.0,3.0,1.0,
97,Esme Yurikov,architect,,,,,,,,,,,,,,,,,
98,Hartley Loyndon,architect,,,,,,,,,,,,,,,,,
99,Fanny Kruse,architect,,,,,,,,,,,,,,,,,
100,Sibel Plumbley,architect,1690.0,Kanlam,2025-06-15,2024-07-05,Setting up a project management tool,4.0,11.0,12.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,a libero nam dui proin leo odio
100,Sibel Plumbley,architect,2801.0,Y-find,2023-12-16,2027-08-13,Setting up a project management tool,4.0,11.0,12.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,a libero nam dui proin leo odio
100,Sibel Plumbley,architect,4520.0,Stringtough,2025-12-12,2027-09-29,Setting up a project management tool,4.0,11.0,12.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,a libero nam dui proin leo odio
100,Sibel Plumbley,architect,4910.0,Sub-Ex,2023-12-01,2025-03-04,Setting up a project management tool,4.0,11.0,12.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,a libero nam dui proin leo odio
100,Sibel Plumbley,architect,1690.0,Kanlam,2025-06-15,2024-07-05,Automating repetitive tasks,5.0,6.0,12.0,12.0,5.0,6.0,4.0,4.0,4.0,4.0,5.0,a libero nam dui proin leo odio
100,Sibel Plumbley,architect,2801.0,Y-find,2023-12-16,2027-08-13,Automating repetitive tasks,5.0,6.0,12.0,12.0,5.0,6.0,4.0,4.0,4.0,4.0,5.0,a libero nam dui proin leo odio
100,Sibel Plumbley,architect,4520.0,Stringtough,2025-12-12,2027-09-29,Automating repetitive tasks,5.0,6.0,12.0,12.0,5.0,6.0,4.0,4.0,4.0,4.0,5.0,a libero nam dui proin leo odio
100,Sibel Plumbley,architect,4910.0,Sub-Ex,2023-12-01,2025-03-04,Automating repetitive tasks,5.0,6.0,12.0,12.0,5.0,6.0,4.0,4.0,4.0,4.0,5.0,a libero nam dui proin leo odio
100,Sibel Plumbley,architect,1690.0,Kanlam,2025-06-15,2024-07-05,Integrating third-party APIs,6.0,10.0,8.0,12.0,7.0,3.0,4.0,4.0,4.0,4.0,5.0,a libero nam dui proin leo odio
100,Sibel Plumbley,architect,2801.0,Y-find,2023-12-16,2027-08-13,Integrating third-party APIs,6.0,10.0,8.0,12.0,7.0,3.0,4.0,4.0,4.0,4.0,5.0,a libero nam dui proin leo odio
100,Sibel Plumbley,architect,4520.0,Stringtough,2025-12-12,2027-09-29,Integrating third-party APIs,6.0,10.0,8.0,12.0,7.0,3.0,4.0,4.0,4.0,4.0,5.0,a libero nam dui proin leo odio
100,Sibel Plumbley,architect,4910.0,Sub-Ex,2023-12-01,2025-03-04,Integrating third-party APIs,6.0,10.0,8.0,12.0,7.0,3.0,4.0,4.0,4.0,4.0,5.0,a libero nam dui proin leo odio
100,Sibel Plumbley,architect,1690.0,Kanlam,2025-06-15,2024-07-05,Developing a new software,5.0,7.0,5.0,10.0,7.0,3.0,4.0,4.0,4.0,4.0,5.0,a libero nam dui proin leo odio
100,Sibel Plumbley,architect,2801.0,Y-find,2023-12-16,2027-08-13,Developing a new software,5.0,7.0,5.0,10.0,7.0,3.0,4.0,4.0,4.0,4.0,5.0,a libero nam dui proin leo odio
100,Sibel Plumbley,architect,4520.0,Stringtough,2025-12-12,2027-09-29,Developing a new software,5.0,7.0,5.0,10.0,7.0,3.0,4.0,4.0,4.0,4.0,5.0,a libero nam dui proin leo odio
100,Sibel Plumbley,architect,4910.0,Sub-Ex,2023-12-01,2025-03-04,Developing a new software,5.0,7.0,5.0,10.0,7.0,3.0,4.0,4.0,4.0,4.0,5.0,a libero nam dui proin leo odio
100,Sibel Plumbley,architect,1690.0,Kanlam,2025-06-15,2024-07-05,Setting up a project management tool,4.0,11.0,12.0,5.0,3.0,5.0,2.0,5.0,3.0,4.0,5.0,lobortis ligula sit amet eleifend pede libero
100,Sibel Plumbley,architect,2801.0,Y-find,2023-12-16,2027-08-13,Setting up a project management tool,4.0,11.0,12.0,5.0,3.0,5.0,2.0,5.0,3.0,4.0,5.0,lobortis ligula sit amet eleifend pede libero
100,Sibel Plumbley,architect,4520.0,Stringtough,2025-12-12,2027-09-29,Setting up a project management tool,4.0,11.0,12.0,5.0,3.0,5.0,2.0,5.0,3.0,4.0,5.0,lobortis ligula sit amet eleifend pede libero
100,Sibel Plumbley,architect,4910.0,Sub-Ex,2023-12-01,2025-03-04,Setting up a project management tool,4.0,11.0,12.0,5.0,3.0,5.0,2.0,5.0,3.0,4.0,5.0,lobortis ligula sit amet eleifend pede libero
100,Sibel Plumbley,architect,1690.0,Kanlam,2025-06-15,2024-07-05,Automating repetitive tasks,5.0,6.0,12.0,12.0,5.0,6.0,2.0,5.0,3.0,4.0,5.0,lobortis ligula sit amet eleifend pede libero
100,Sibel Plumbley,architect,2801.0,Y-find,2023-12-16,2027-08-13,Automating repetitive tasks,5.0,6.0,12.0,12.0,5.0,6.0,2.0,5.0,3.0,4.0,5.0,lobortis ligula sit amet eleifend pede libero
100,Sibel Plumbley,architect,4520.0,Stringtough,2025-12-12,2027-09-29,Automating repetitive tasks,5.0,6.0,12.0,12.0,5.0,6.0,2.0,5.0,3.0,4.0,5.0,lobortis ligula sit amet eleifend pede libero
100,Sibel Plumbley,architect,4910.0,Sub-Ex,2023-12-01,2025-03-04,Automating repetitive tasks,5.0,6.0,12.0,12.0,5.0,6.0,2.0,5.0,3.0,4.0,5.0,lobortis ligula sit amet eleifend pede libero
100,Sibel Plumbley,architect,1690.0,Kanlam,2025-06-15,2024-07-05,Integrating third-party APIs,6.0,10.0,8.0,12.0,7.0,3.0,2.0,5.0,3.0,4.0,5.0,lobortis ligula sit amet eleifend pede libero
100,Sibel Plumbley,architect,2801.0,Y-find,2023-12-16,2027-08-13,Integrating third-party APIs,6.0,10.0,8.0,12.0,7.0,3.0,2.0,5.0,3.0,4.0,5.0,lobortis ligula sit amet eleifend pede libero
100,Sibel Plumbley,architect,4520.0,Stringtough,2025-12-12,2027-09-29,Integrating third-party APIs,6.0,10.0,8.0,12.0,7.0,3.0,2.0,5.0,3.0,4.0,5.0,lobortis ligula sit amet eleifend pede libero
100,Sibel Plumbley,architect,4910.0,Sub-Ex,2023-12-01,2025-03-04,Integrating third-party APIs,6.0,10.0,8.0,12.0,7.0,3.0,2.0,5.0,3.0,4.0,5.0,lobortis ligula sit amet eleifend pede libero
100,Sibel Plumbley,architect,1690.0,Kanlam,2025-06-15,2024-07-05,Developing a new software,5.0,7.0,5.0,10.0,7.0,3.0,2.0,5.0,3.0,4.0,5.0,lobortis ligula sit amet eleifend pede libero
100,Sibel Plumbley,architect,2801.0,Y-find,2023-12-16,2027-08-13,Developing a new software,5.0,7.0,5.0,10.0,7.0,3.0,2.0,5.0,3.0,4.0,5.0,lobortis ligula sit amet eleifend pede libero
100,Sibel Plumbley,architect,4520.0,Stringtough,2025-12-12,2027-09-29,Developing a new software,5.0,7.0,5.0,10.0,7.0,3.0,2.0,5.0,3.0,4.0,5.0,lobortis ligula sit amet eleifend pede libero
100,Sibel Plumbley,architect,4910.0,Sub-Ex,2023-12-01,2025-03-04,Developing a new software,5.0,7.0,5.0,10.0,7.0,3.0,2.0,5.0,3.0,4.0,5.0,lobortis ligula sit amet eleifend pede libero
100,Sibel Plumbley,architect,1690.0,Kanlam,2025-06-15,2024-07-05,Setting up a project management tool,4.0,11.0,12.0,5.0,3.0,5.0,4.0,3.0,1.0,4.0,2.0,
100,Sibel Plumbley,architect,2801.0,Y-find,2023-12-16,2027-08-13,Setting up a project management tool,4.0,11.0,12.0,5.0,3.0,5.0,4.0,3.0,1.0,4.0,2.0,
100,Sibel Plumbley,architect,4520.0,Stringtough,2025-12-12,2027-09-29,Setting up a project management tool,4.0,11.0,12.0,5.0,3.0,5.0,4.0,3.0,1.0,4.0,2.0,
100,Sibel Plumbley,architect,4910.0,Sub-Ex,2023-12-01,2025-03-04,Setting up a project management tool,4.0,11.0,12.0,5.0,3.0,5.0,4.0,3.0,1.0,4.0,2.0,
100,Sibel Plumbley,architect,1690.0,Kanlam,2025-06-15,2024-07-05,Automating repetitive tasks,5.0,6.0,12.0,12.0,5.0,6.0,4.0,3.0,1.0,4.0,2.0,
100,Sibel Plumbley,architect,2801.0,Y-find,2023-12-16,2027-08-13,Automating repetitive tasks,5.0,6.0,12.0,12.0,5.0,6.0,4.0,3.0,1.0,4.0,2.0,
100,Sibel Plumbley,architect,4520.0,Stringtough,2025-12-12,2027-09-29,Automating repetitive tasks,5.0,6.0,12.0,12.0,5.0,6.0,4.0,3.0,1.0,4.0,2.0,
100,Sibel Plumbley,architect,4910.0,Sub-Ex,2023-12-01,2025-03-04,Automating repetitive tasks,5.0,6.0,12.0,12.0,5.0,6.0,4.0,3.0,1.0,4.0,2.0,
100,Sibel Plumbley,architect,1690.0,Kanlam,2025-06-15,2024-07-05,Integrating third-party APIs,6.0,10.0,8.0,12.0,7.0,3.0,4.0,3.0,1.0,4.0,2.0,
100,Sibel Plumbley,architect,2801.0,Y-find,2023-12-16,2027-08-13,Integrating third-party APIs,6.0,10.0,8.0,12.0,7.0,3.0,4.0,3.0,1.0,4.0,2.0,
100,Sibel Plumbley,architect,4520.0,Stringtough,2025-12-12,2027-09-29,Integrating third-party APIs,6.0,10.0,8.0,12.0,7.0,3.0,4.0,3.0,1.0,4.0,2.0,
100,Sibel Plumbley,architect,4910.0,Sub-Ex,2023-12-01,2025-03-04,Integrating third-party APIs,6.0,10.0,8.0,12.0,7.0,3.0,4.0,3.0,1.0,4.0,2.0,
100,Sibel Plumbley,architect,1690.0,Kanlam,2025-06-15,2024-07-05,Developing a new software,5.0,7.0,5.0,10.0,7.0,3.0,4.0,3.0,1.0,4.0,2.0,
100,Sibel Plumbley,architect,2801.0,Y-find,2023-12-16,2027-08-13,Developing a new software,5.0,7.0,5.0,10.0,7.0,3.0,4.0,3.0,1.0,4.0,2.0,
100,Sibel Plumbley,architect,4520.0,Stringtough,2025-12-12,2027-09-29,Developing a new software,5.0,7.0,5.0,10.0,7.0,3.0,4.0,3.0,1.0,4.0,2.0,
100,Sibel Plumbley,architect,4910.0,Sub-Ex,2023-12-01,2025-03-04,Developing a new software,5.0,7.0,5.0,10.0,7.0,3.0,4.0,3.0,1.0,4.0,2.0,
100,Sibel Plumbley,architect,1690.0,Kanlam,2025-06-15,2024-07-05,Setting up a project management tool,4.0,11.0,12.0,5.0,3.0,5.0,4.0,4.0,2.0,1.0,4.0,ut at dolor quis odio consequat varius integer ac
100,Sibel Plumbley,architect,2801.0,Y-find,2023-12-16,2027-08-13,Setting up a project management tool,4.0,11.0,12.0,5.0,3.0,5.0,4.0,4.0,2.0,1.0,4.0,ut at dolor quis odio consequat varius integer ac
100,Sibel Plumbley,architect,4520.0,Stringtough,2025-12-12,2027-09-29,Setting up a project management tool,4.0,11.0,12.0,5.0,3.0,5.0,4.0,4.0,2.0,1.0,4.0,ut at dolor quis odio consequat varius integer ac
100,Sibel Plumbley,architect,4910.0,Sub-Ex,2023-12-01,2025-03-04,Setting up a project management tool,4.0,11.0,12.0,5.0,3.0,5.0,4.0,4.0,2.0,1.0,4.0,ut at dolor quis odio consequat varius integer ac
100,Sibel Plumbley,architect,1690.0,Kanlam,2025-06-15,2024-07-05,Automating repetitive tasks,5.0,6.0,12.0,12.0,5.0,6.0,4.0,4.0,2.0,1.0,4.0,ut at dolor quis odio consequat varius integer ac
100,Sibel Plumbley,architect,2801.0,Y-find,2023-12-16,2027-08-13,Automating repetitive tasks,5.0,6.0,12.0,12.0,5.0,6.0,4.0,4.0,2.0,1.0,4.0,ut at dolor quis odio consequat varius integer ac
100,Sibel Plumbley,architect,4520.0,Stringtough,2025-12-12,2027-09-29,Automating repetitive tasks,5.0,6.0,12.0,12.0,5.0,6.0,4.0,4.0,2.0,1.0,4.0,ut at dolor quis odio consequat varius integer ac
100,Sibel Plumbley,architect,4910.0,Sub-Ex,2023-12-01,2025-03-04,Automating repetitive tasks,5.0,6.0,12.0,12.0,5.0,6.0,4.0,4.0,2.0,1.0,4.0,ut at dolor quis odio consequat varius integer ac
100,Sibel Plumbley,architect,1690.0,Kanlam,2025-06-15,2024-07-05,Integrating third-party APIs,6.0,10.0,8.0,12.0,7.0,3.0,4.0,4.0,2.0,1.0,4.0,ut at dolor quis odio consequat varius integer ac
100,Sibel Plumbley,architect,2801.0,Y-find,2023-12-16,2027-08-13,Integrating third-party APIs,6.0,10.0,8.0,12.0,7.0,3.0,4.0,4.0,2.0,1.0,4.0,ut at dolor quis odio consequat varius integer ac
100,Sibel Plumbley,architect,4520.0,Stringtough,2025-12-12,2027-09-29,Integrating third-party APIs,6.0,10.0,8.0,12.0,7.0,3.0,4.0,4.0,2.0,1.0,4.0,ut at dolor quis odio consequat varius integer ac
100,Sibel Plumbley,architect,4910.0,Sub-Ex,2023-12-01,2025-03-04,Integrating third-party APIs,6.0,10.0,8.0,12.0,7.0,3.0,4.0,4.0,2.0,1.0,4.0,ut at dolor quis odio consequat varius integer ac
100,Sibel Plumbley,architect,1690.0,Kanlam,2025-06-15,2024-07-05,Developing a new software,5.0,7.0,5.0,10.0,7.0,3.0,4.0,4.0,2.0,1.0,4.0,ut at dolor quis odio consequat varius integer ac
100,Sibel Plumbley,architect,2801.0,Y-find,2023-12-16,2027-08-13,Developing a new software,5.0,7.0,5.0,10.0,7.0,3.0,4.0,4.0,2.0,1.0,4.0,ut at dolor quis odio consequat varius integer ac
100,Sibel Plumbley,architect,4520.0,Stringtough,2025-12-12,2027-09-29,Developing a new software,5.0,7.0,5.0,10.0,7.0,3.0,4.0,4.0,2.0,1.0,4.0,ut at dolor quis odio consequat varius integer ac
100,Sibel Plumbley,architect,4910.0,Sub-Ex,2023-12-01,2025-03-04,Developing a new software,5.0,7.0,5.0,10.0,7.0,3.0,4.0,4.0,2.0,1.0,4.0,ut at dolor quis odio consequat varius integer ac
101,Deeann Caldayrou,intern,2870.0,It,2023-06-27,2027-02-12,Optimizing database performance,9.0,7.0,10.0,10.0,9.0,7.0,1.0,5.0,3.0,5.0,1.0,vitae mattis nibh ligula nec sem duis aliquam
102,Lela Rowles,intern,6780.0,Domainer,2025-11-19,2026-03-28,technical support,3.0,10.0,12.0,12.0,5.0,10.0,5.0,5.0,2.0,5.0,5.0,
103,Alverta Yarranton,architect,2970.0,Bytecard,2023-09-29,2027-02-16,Conducting a network security audit,8.0,7.0,10.0,8.0,3.0,6.0,2.0,4.0,1.0,2.0,5.0,
103,Alverta Yarranton,architect,5980.0,Stringtough,2025-08-25,2026-11-05,Conducting a network security audit,8.0,7.0,10.0,8.0,3.0,6.0,2.0,4.0,1.0,2.0,5.0,
103,Alverta Yarranton,architect,2970.0,Bytecard,2023-09-29,2027-02-16,Collaborating with cross-functional teams,9.0,6.0,11.0,7.0,12.0,7.0,2.0,4.0,1.0,2.0,5.0,
103,Alverta Yarranton,architect,5980.0,Stringtough,2025-08-25,2026-11-05,Collaborating with cross-functional teams,9.0,6.0,11.0,7.0,12.0,7.0,2.0,4.0,1.0,2.0,5.0,
103,Alverta Yarranton,architect,2970.0,Bytecard,2023-09-29,2027-02-16,Conducting a network security audit,8.0,7.0,10.0,8.0,3.0,6.0,3.0,2.0,4.0,1.0,3.0,
103,Alverta Yarranton,architect,5980.0,Stringtough,2025-08-25,2026-11-05,Conducting a network security audit,8.0,7.0,10.0,8.0,3.0,6.0,3.0,2.0,4.0,1.0,3.0,
103,Alverta Yarranton,architect,2970.0,Bytecard,2023-09-29,2027-02-16,Collaborating with cross-functional teams,9.0,6.0,11.0,7.0,12.0,7.0,3.0,2.0,4.0,1.0,3.0,
